SL,User Name,Rating,Review,Medical Name,Resource_Link
805,Hossain Sajeeb,3,"The only medical college in Faridpur district. This campus has a different view of nature. Turn around when the time comes, hope you like it.",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
806,Touhidul Islam Hriday,5,My Educational Institute.I Love this Place too much.It is so beautiful. Huge area.Organised building.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
807,Md Solyman,5,Very nice place. Wonderful environment,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
808,Taseen Khan,5,I am student of Faridpur Medical College and it is a very wonderful place..,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
809,Farhador Rahman,5,This is one of the best medical college in Bangladesh....It is now named after father of the nation Bangabandhu Sheikh Mujibur Rahman....I got selected as an MBBS student...Their faculty is awesome…,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
810,Jisan Bhuiyan,4,"Bangabandhu Sheikh Mujib Medical College (BSMMC) (Bengali: বঙ্গবন্ধু শেখ মুজিব মেডিকেল কলেজ),formerly known as Faridpur Medical College, is one of the best government medical college in Bangladesh running since 1992 to produce world-class doctors to serve the well-being of the humanity. It is located in Faridpur Town, headquarters of Faridpur District. It is affiliated with University of Dhaka as a constituent college.",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
811,Engr. Sobuj,4,This is a Largest Government Medical College in Faridpur inside of Faridpur 500 bed Hospital 🏥.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
812,Sunil Kumar Roy,4,It is only medical college in greater Faridur district. It is situated beside Faridpur-Barisal highway. It has a 250 bed hospital.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
813,m rahman,5,They provide the best education to tha med students,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
814,Sheikh Yeamin Ahasan,5,"I live near This college
And I can see the building from my building
It's so huge
It's like that
I'm in a bike
And
The medical college is a big truck ☹️",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
815,Rabbikul Islam,5,New and nice place,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
816,AMINUL ISLAM,5,Famous Medical College,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
817,Sunayan007,5,it’s one of the best medical College of Bangladesh.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
818,Md. Farhador Rahman,5,They offer extraordinary classes for students !,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
819,PRASENJIT,4,Faridpur Medical College established in 1992. It is located in Faridpur town.It is an govt. organization.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
820,Rojab Khan,4,"The college is associated with 500-bed Faridpur Medical College Hospital (FMCH). Faridpur Medical College Journal (FMCJ) is the official journal of FMC. The government of Bangladesh established Faridpur Medical College in 1992 by upgrading an existing Medical Assistant Training School (MATS). In 2011, the management of the college resolved to rename it Sheikh Hasina Medical College. In 2014, it was reported that Sheikh Hasina vetoed the name change On 15 June 2017, FMC permanently shifted to their new campus which has twenty-five 5-6 storied buildings.There are 1 boy's hostel,2 girl's hostels & 2 hostels for the intern doctors. There is also a large playground behind the academic building. There is a nursing college affiliated with the hospital. It provides training for young nurses. There are also hostels for nurses near the hospital",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
821,Abul Bashar Mina,3,"The amount of Tk ,what they show and what they take, are not the same..",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
822,Enamul Haque,5,Fantastic Campus.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
823,Shironamhin Bondhu,5,Great event,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
824,Rassel Bakhsho,5,Principal sir is a smart person.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
825,prvz McMahon,5,Their services are awesome.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
826,Abu Hasan Shagor,5,Awesome campus 😍😍😍,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
827,Sazzad Hossain,5,Very nice place.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
828,Md Mikail Hossen,5,Nice place....,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
829,Nishat Akilah,5,I study here,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
830,Nazmus Sakib,5,Faridpur medical College Hospital is the biggest medical College hospital in South Bengal.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
831,MD NAZMUL HOQUE CHOWDHURY,5,faridpur dict,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
832,king lusifar,5,Its dedicated to the corona pataints,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
833,M I SOURAV 125,5,My second home!,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
834,Sona Mon Pakhi,5,"Neat and clean,,  not crowded,",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
835,Anonymous,5,One of the best medical colleges in Bangladesh,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
836,dear Ripon,5,This is a good quality medical college,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
837,Md Mamun,5,A Medical College,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
838,Md. Shameem,5,Best,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
839,md raqibul Islam,4,This place is so much beautiful. it's a academic building of foridpur medical college.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
840,Ridwan,5,"Faridpur Medical College (FMC) (Bengali: ফরিদপুর মেডিকেল কলেজ) is a government medical school in Bangladesh, established in 1992. It is located in Faridpur town, headquarters of Faridpur District. It is affiliated with University of Dhaka as a constituent college.",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
841,মোঃ আছিবউর রহমান আছিব,3,Good medical college.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
842,Miran Babu,1,Unclean,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
843,Rubel Sadeque,5,Very important and famous hospital 🏥 in greater Faridpur,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
844,Emon Reigns,5,i like this place for neat & clean road & amazing place,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
845,Ajijul Islam,5,One of the best government hospital in Bangladesh,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
846,M.H. 08,5,"One of the reputed medical colleges in bangladesh,which started it's journey since 1992...
It is making a positive view of the health and  welfare of bangladesh..
It is enriched with respected Professors and lecturers..
One day FMC"" my second home will be a role model  for health and welfare Department  of bangladesh as well as the whole world...",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
847,Wahab khan,5,good quality hospital,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
848,Bangla Entertainment,4,Nice And Average service.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
